peak_index,mz,mass_resolution,snr,intensity,base_peak_ratio,fwhm
753,449.2312,13928,18.4,202,0.2,0.0323
754,450.1456,8374,14.6,161,0.1,0.0538
755,450.1797,11166,13.2,145,0.1,0.0403
756,450.2175,20189,21,231,0.2,0.0223
757,450.2534,17386,12.3,136,0.1,0.0259
758,450.7756,32569,42.8,473,0.4,0.0138
759,451.1458,10388,30.4,335,0.3,0.0434
760,451.2031,22358,12.8,141,0.1,0.0202
761,451.2459,30535,281.1,3099,2.5,0.0148
762,451.2811,21477,12.6,139,0.1,0.021
763,452.1525,9017,17.9,198,0.2,0.0501
764,452.1973,12911,15.9,175,0.1,0.035
765,452.2478,20606,65.8,726,0.6,0.0219
766,453.145,8336,18.5,205,0.2,0.0544
767,453.1815,11456,16.9,187,0.2,0.0396
768,453.2521,18708,21.5,238,0.2,0.0242
769,454.1424,9406,12.1,134,0.1,0.0483
770,454.1758,9874,14.3,159,0.1,0.046
771,454.2126,10710,14.5,161,0.1,0.0424
772,454.2501,24489,29.8,330,0.3,0.0185
773,455.1051,22860,37.3,413,0.3,0.0199
774,455.1814,16842,13.8,153,0.1,0.027
775,455.1965,15922,15.3,170,0.1,0.0286
776,455.2489,18531,14.5,160,0.1,0.0246
777,456.0753,18690,15.4,171,0.1,0.0244
778,456.1081,11579,15.2,169,0.1,0.0394
779,456.193,10070,12.3,137,0.1,0.0453
780,456.2653,16089,12.2,135,0.1,0.0284
781,457.071,17459,14.6,162,0.1,0.0262
782,457.099,22377,36.8,408,0.3,0.0204
783,457.1398,13503,11.3,125,0.1,0.0339
784,457.1757,12574,12.8,142,0.1,0.0364
785,457.2105,16575,11.1,124,0.1,0.0276
786,457.2506,26422,36,400,0.3,0.0173
787,458.1051,20840,24.7,275,0.2,0.022
788,458.2095,14119,13.1,146,0.1,0.0325
789,458.2548,22742,17.8,198,0.2,0.0201
790,459.1138,11024,23.3,260,0.2,0.0416
791,459.1533,15341,14.9,166,0.1,0.0299
792,459.1897,13533,11.7,131,0.1,0.0339
793,459.2292,16191,12.8,144,0.1,0.0284
794,460.1212,15052,12.3,138,0.1,0.0306
795,460.1996,14524,12.2,137,0.1,0.0317
796,460.874,30494,13.9,156,0.1,0.0151
797,461.1253,12626,15.7,176,0.1,0.0365
798,461.1676,14795,15.5,173,0.1,0.0312
799,461.2,12330,13.6,152,0.1,0.0374
800,461.2678,25673,23.3,262,0.2,0.018
801,462.1454,14206,13.7,154,0.1,0.0325
802,462.1788,9826,11.6,131,0.1,0.047
803,462.2165,16072,13.6,153,0.1,0.0288
804,463.1289,11803,14.4,162,0.1,0.0392
805,463.147,13591,14.7,165,0.1,0.0341
806,463.2204,13592,11.2,126,0.1,0.0341
807,464.1593,11385,16.2,182,0.1,0.0408
808,464.1953,12598,13.7,154,0.1,0.0368
809,464.2338,21741,19.7,221,0.2,0.0214
810,464.2714,20533,11.2,126,0.1,0.0226
811,465.1476,13711,18,203,0.2,0.0339
812,465.1643,17026,17.5,197,0.2,0.0273
813,465.2259,14256,18.9,213,0.2,0.0326
814,465.2616,28073,54.8,617,0.5,0.0166
815,465.303,27695,34.9,393,0.3,0.0168
816,466.1578,13635,15.9,179,0.1,0.0342
817,466.1753,14656,18.6,209,0.2,0.0318
818,466.2137,12736,17,192,0.2,0.0366
819,466.2508,18665,38.1,428,0.3,0.025
820,466.2867,22015,23.1,261,0.2,0.0212
821,467.1287,13159,21.4,241,0.2,0.0355
822,467.1626,12409,15.9,180,0.1,0.0376
823,467.1965,11946,22.8,257,0.2,0.0391
824,467.2425,16320,28.6,324,0.3,0.0286
825,467.3189,28206,18.6,211,0.2,0.0166
826,468.1532,12422,12.5,141,0.1,0.0377
827,468.1939,13741,18.2,206,0.2,0.0341
828,468.2323,13838,15.4,175,0.1,0.0338
829,468.2653,29711,58.8,665,0.5,0.0158
830,468.3024,17919,11.5,130,0.1,0.0261
831,469.1042,9770,10.9,123,0.1,0.048
832,469.1458,13679,11.7,133,0.1,0.0343
833,469.176,9771,13.1,148,0.1,0.048
834,469.213,14620,19.5,221,0.2,0.0321
835,469.2569,29508,244.4,2769,2.3,0.0159
836,470.1694,10459,11.5,131,0.1,0.045
837,470.2107,14438,16.1,182,0.1,0.0326
838,470.2603,26706,59.5,673,0.5,0.0176
839,471.0768,17133,19.5,221,0.2,0.0275
840,471.1147,13710,17.2,195,0.2,0.0344
841,471.1563,9139,11.1,125,0.1,0.0516
842,471.1925,15232,11.5,130,0.1,0.0309
843,471.2276,14572,13.3,151,0.1,0.0323
844,471.2637,19215,18.6,210,0.2,0.0245
845,471.9434,33451,94.6,1072,0.9,0.0141
846,472.1938,9210,10.9,123,0.1,0.0513
847,473.0777,29445,68.4,777,0.6,0.0161
848,473.1292,28136,45.4,515,0.4,0.0168
849,473.169,17172,11.5,131,0.1,0.0276
850,473.2079,10638,11.6,132,0.1,0.0445
851,473.2819,31910,222,2522,2.1,0.0148
852,474.0812,26265,63.5,722,0.6,0.018
853,474.1361,23826,35.4,402,0.3,0.0199
854,474.2132,10180,13.6,154,0.1,0.0466
855,474.2852,31453,69.6,792,0.6,0.0151
856,475.0769,22454,54.6,621,0.5,0.0212
857,475.1443,10938,17.2,195,0.2,0.0434
858,475.2175,12516,11,125,0.1,0.038
859,475.2579,11473,11.9,135,0.1,0.0414
860,475.2861,21004,17.3,196,0.2,0.0226
861,476.08,17959,18,204,0.2,0.0265
862,476.162,12530,14,159,0.1,0.038
863,476.1941,12608,11.8,134,0.1,0.0378
864,476.2313,14147,13.4,152,0.1,0.0337
865,477.0726,19319,15.2,172,0.1,0.0247
866,477.101,23505,27.5,312,0.3,0.0203
867,477.1668,14395,15.3,174,0.1,0.0331
868,477.2366,15329,10.9,123,0.1,0.0311
869,477.2608,18243,14.8,168,0.1,0.0262
870,478.1759,9678,17.1,193,0.2,0.0494
871,478.2115,13472,14.9,169,0.1,0.0355
872,478.2483,13490,12.3,140,0.1,0.0355
873,479.0748,11965,12.3,139,0.1,0.04
874,479.1728,11526,20.5,232,0.2,0.0416
875,479.2418,15509,12.6,143,0.1,0.0309
876,479.2773,30844,348.3,3945,3.2,0.0155
877,480.1557,11532,13.9,158,0.1,0.0416
878,480.1908,12357,23.2,262,0.2,0.0389
879,480.2292,15755,19.1,216,0.2,0.0305
880,480.2798,27399,90.1,1020,0.8,0.0175
881,480.9083,32799,139.6,1584,1.3,0.0147
882,481.1068,9894,11.1,126,0.1,0.0486
883,481.1456,15108,14.5,164,0.1,0.0318
884,481.1772,11834,18.3,208,0.2,0.0407
885,481.2115,9789,19.3,219,0.2,0.0492
886,481.2857,13625,21,238,0.2,0.0353
887,482.1247,17583,19.6,223,0.2,0.0274
888,482.1747,10052,13.2,151,0.1,0.048
889,482.2085,19253,26.8,304,0.2,0.025
890,482.2452,17175,19.3,220,0.2,0.0281
891,482.2815,31321,103.3,1174,1,0.0154
892,482.9054,33284,45.3,515,0.4,0.0145
893,483.0657,14701,12.3,140,0.1,0.0329
894,483.1223,12768,18.7,212,0.2,0.0378
895,483.1561,15424,12.6,144,0.1,0.0313
896,483.2308,18264,32.5,370,0.3,0.0265
897,483.2766,18102,56.1,638,0.5,0.0267
898,483.3117,20163,11.7,133,0.1,0.024
899,484.1246,9264,11,125,0.1,0.0523
900,484.1851,10140,13.7,156,0.1,0.0478
901,484.226,18407,29.5,336,0.3,0.0263
902,484.2965,29651,73.4,836,0.7,0.0163
903,485.1061,13181,12.3,140,0.1,0.0368
904,485.1327,12436,12.4,141,0.1,0.039
905,485.1749,13911,11.5,131,0.1,0.0349
906,485.1864,23185,11.7,133,0.1,0.0209
907,485.2479,18028,27.4,312,0.3,0.0269
908,485.2996,27454,26.9,307,0.3,0.0177
909,486.2045,8703,11.3,129,0.1,0.0559
910,486.2434,11909,14.1,160,0.1,0.0408
911,486.31,20801,13.9,158,0.1,0.0234
912,487.1178,12817,15.3,175,0.1,0.038
913,487.1458,17068,18.2,207,0.2,0.0285
914,488.1464,9967,13.7,156,0.1,0.049
915,488.2302,13633,12.7,144,0.1,0.0358
916,489.1137,13967,10.9,125,0.1,0.035
917,489.1607,29121,68.1,778,0.6,0.0168
918,489.2317,14468,11.1,127,0.1,0.0338
919,489.2757,11599,12.4,142,0.1,0.0422
920,489.8741,32743,97.8,1117,0.9,0.015
921,490.1086,26650,33.7,385,0.3,0.0184
922,490.1664,13013,22.5,257,0.2,0.0377
923,490.2109,14319,12.3,141,0.1,0.0342
924,490.2452,13028,14.1,161,0.1,0.0376
925,491.1126,14226,14.5,166,0.1,0.0345
926,491.1532,12724,14.3,163,0.1,0.0386
927,491.1817,13997,16.9,193,0.2,0.0351
928,491.2294,10599,20.7,236,0.2,0.0463
929,491.2768,18184,14.2,162,0.1,0.027
930,491.8714,33067,65.9,755,0.6,0.0149
931,492.1569,12764,12,137,0.1,0.0386
932,492.192,13573,21.2,242,0.2,0.0363
933,492.2278,12421,16.6,190,0.2,0.0396
934,493.0966,16031,13.6,156,0.1,0.0308
935,493.1487,9149,12.2,140,0.1,0.0539
936,493.1957,10018,16.6,191,0.2,0.0492
937,493.2565,20375,19.6,225,0.2,0.0242
938,493.2929,30592,80.1,918,0.7,0.0161
939,493.8684,30552,11.2,128,0.1,0.0162
940,494.1724,11699,13.1,151,0.1,0.0422
941,494.2075,20273,29.1,335,0.3,0.0244
942,494.2452,16645,21.1,243,0.2,0.0297
943,494.2943,21660,24.9,287,0.2,0.0228
944,495.1155,13238,12.1,139,0.1,0.0374
945,495.1599,12228,17.3,199,0.2,0.0405
946,495.1954,13804,19.8,228,0.2,0.0359
947,495.2725,25224,31,356,0.3,0.0196
948,495.8433,32602,31.9,367,0.3,0.0152
949,496.1623,8966,12.5,144,0.1,0.0553
950,496.1895,13641,16.4,189,0.2,0.0364
951,496.224,25424,44,507,0.4,0.0195
952,496.2623,21266,21.6,249,0.2,0.0233
953,497.1576,11375,21.9,253,0.2,0.0437
954,497.2276,15899,20.7,239,0.2,0.0313
955,497.2495,17603,20.4,235,0.2,0.0282
956,497.2881,30973,358.6,4134,3.4,0.0161
957,497.8403,30968,21.4,247,0.2,0.0161
958,498.1613,8441,14,161,0.1,0.059
959,498.2018,13497,15.7,181,0.1,0.0369
960,498.2398,26489,49.3,569,0.5,0.0188
961,498.2912,28591,87.1,1005,0.8,0.0174
962,498.8405,29546,26.9,310,0.3,0.0169
963,499.095,24418,27.5,317,0.3,0.0204
964,499.1534,10854,12.9,149,0.1,0.046
965,499.1858,12545,14,161,0.1,0.0398
966,499.2417,10859,22.7,262,0.2,0.046
967,499.2938,22610,24.2,279,0.2,0.0221
968,500.0986,16206,13.4,155,0.1,0.0309
969,500.1852,14124,11.1,128,0.1,0.0354
970,500.2194,12659,13.7,158,0.1,0.0395
971,500.2552,16590,19.4,224,0.2,0.0302
972,500.8371,30852,24.8,286,0.2,0.0162
973,501.1311,10758,15,173,0.1,0.0466
974,501.1671,14138,11.5,133,0.1,0.0354
975,501.2011,11782,11.7,135,0.1,0.0425
976,501.2487,9575,12.8,147,0.1,0.0524
977,502.172,9541,12.3,142,0.1,0.0526
978,502.2051,12866,11.1,128,0.1,0.039
979,502.2462,16494,11.6,134,0.1,0.0304
980,503.1428,17707,11.3,131,0.1,0.0284
981,503.1861,14167,12.9,150,0.1,0.0355
982,504.1905,10001,16.9,195,0.2,0.0504
983,504.2635,21407,16.5,191,0.2,0.0236
984,505.1149,14573,12,138,0.1,0.0347
985,505.1427,14194,10.8,125,0.1,0.0356
986,505.2074,10587,18.5,214,0.2,0.0477
987,505.2649,11262,11.6,133,0.1,0.0449
988,506.1719,11840,13.1,151,0.1,0.0427
989,506.2068,13712,21.5,248,0.2,0.0369
990,506.2408,15845,10.8,125,0.1,0.0319
991,507.2054,10746,22.4,260,0.2,0.0472
992,507.2725,15661,17.7,204,0.2,0.0324
993,507.3088,30269,57.3,663,0.5,0.0168
994,508.1846,15819,17.6,204,0.2,0.0321
995,508.2234,21205,28.2,326,0.3,0.024
996,508.2615,16217,17.7,205,0.2,0.0313
997,508.3111,27980,19.9,230,0.2,0.0182
998,509.1744,10698,19.2,223,0.2,0.0476
999,509.2252,16423,17.2,199,0.2,0.031
1000,509.2526,12956,15,174,0.1,0.0393
1001,509.2868,20598,19.3,224,0.2,0.0247
1002,510.1707,10468,15.4,178,0.1,0.0487
1003,510.2031,13045,18.6,215,0.2,0.0391
1004,510.2394,27426,56.4,653,0.5,0.0186
1005,510.2769,27137,44,509,0.4,0.0188
1006,511.1864,9340,22.1,256,0.2,0.0547
1007,511.2425,18264,27.7,320,0.3,0.028
1008,511.2702,14246,31,358,0.3,0.0359
1009,511.3036,31702,87,1005,0.8,0.0161
1010,512.184,12993,16.9,195,0.2,0.0394
1011,512.2195,17125,20.4,235,0.2,0.0299
1012,512.2557,29193,111.2,1284,1,0.0175
1013,512.2976,15142,30.9,357,0.3,0.0338
1014,513.134,12900,20.4,235,0.2,0.0398
1015,513.2023,12973,24.6,284,0.2,0.0396
1016,513.2588,25227,42.7,493,0.4,0.0203
1017,513.2847,15634,25.7,297,0.2,0.0328
1018,514.1582,15911,11.8,136,0.1,0.0323
1019,514.2034,10868,17.2,199,0.2,0.0473
1020,514.2353,15223,18,209,0.2,0.0338
1021,514.2704,27528,54.1,626,0.5,0.0187
1022,515.1507,13926,14.7,171,0.1,0.037
1023,515.2165,10684,15.6,180,0.1,0.0482
1024,515.2736,21975,23,267,0.2,0.0234
1025,516.1887,8820,14.6,169,0.1,0.0585
1026,516.2207,13044,12.8,148,0.1,0.0396
1027,516.2489,15944,10.9,126,0.1,0.0324
1028,516.2826,13447,12.6,146,0.1,0.0384
1029,517.1079,19962,13.9,162,0.1,0.0259
1030,517.1437,14362,12.5,146,0.1,0.036
1031,517.1752,15958,12.5,145,0.1,0.0324
1032,517.1991,15958,12.9,149,0.1,0.0324
1033,517.2141,23938,13.1,152,0.1,0.0216
1034,518.2044,17066,28.2,327,0.3,0.0304
1035,518.2384,9697,11.8,137,0.1,0.0534
1036,519.148,9086,16.3,189,0.2,0.0571
1037,519.2084,17988,17.2,200,0.2,0.0289
1038,519.2581,11210,13.6,157,0.1,0.0463
1039,520.1545,11170,12.3,142,0.1,0.0466
1040,520.1853,13094,14.5,168,0.1,0.0397
1041,520.2217,19029,28.1,326,0.3,0.0273
1042,520.2591,12669,10.8,126,0.1,0.0411
1043,520.8379,31297,13.3,154,0.1,0.0166
1044,521.1854,18022,14.6,169,0.1,0.0289
1045,521.2224,11692,16.2,188,0.2,0.0446
1046,521.3245,28802,25.7,298,0.2,0.0181
1047,522.1707,14431,13.8,160,0.1,0.0362
1048,522.2014,12733,18.4,214,0.2,0.041
1049,522.2376,14685,19.7,230,0.2,0.0356
1050,522.2762,13520,12.9,150,0.1,0.0386
1051,523.1209,12889,16.4,191,0.2,0.0406
1052,523.1764,13132,16.9,197,0.2,0.0398
1053,523.2675,27522,52.5,611,0.5,0.019
1054,523.2994,22279,11.6,135,0.1,0.0235
1055,524.1819,13642,20.1,235,0.2,0.0384
1056,524.2182,15481,23.7,276,0.2,0.0339
1057,524.2565,22183,50.9,593,0.5,0.0236
1058,525.1379,14814,11.8,138,0.1,0.0354
1059,525.178,20857,48.8,570,0.5,0.0252
1060,525.2592,15231,25.8,302,0.2,0.0345
1061,525.2809,19710,24.6,288,0.2,0.0267
1062,525.3194,30818,69.3,810,0.7,0.017
1063,526.1966,18550,30,352,0.3,0.0284
1064,526.235,19970,27.1,319,0.3,0.0264
1065,526.2715,30478,194.3,2282,1.9,0.0173
1066,526.3219,27142,20.6,242,0.2,0.0194
1067,527.1741,13158,24.5,288,0.2,0.0401
1068,527.2179,16793,31,364,0.3,0.0314
1069,527.2745,28726,74.1,872,0.7,0.0184
1070,528.179,14514,15.2,180,0.1,0.0364
1071,528.2145,24661,50.9,600,0.5,0.0214
1072,528.2507,17423,22.6,267,0.2,0.0303
1073,528.2866,30219,172.9,2036,1.7,0.0175
1074,529.1699,11327,14.1,166,0.1,0.0467
1075,529.2219,9758,23.4,275,0.2,0.0542
1076,529.2896,29459,64.6,759,0.6,0.018
1077,530.2066,12320,16.2,190,0.2,0.043
1078,530.231,11345,17,199,0.2,0.0467
1079,530.2677,24238,13.9,162,0.1,0.0219
1080,530.301,26478,49.9,585,0.5,0.02
1081,531.1075,13183,10.9,127,0.1,0.0403
1082,531.1467,9097,13.3,156,0.1,0.0584
1083,531.1833,18194,11.5,135,0.1,0.0292
1084,531.2124,13990,17.7,207,0.2,0.038
1085,531.3044,24258,19.7,230,0.2,0.0219
1086,532.1871,14569,12.8,150,0.1,0.0365
1087,532.2208,18513,29.2,342,0.3,0.0287
1088,532.2574,16673,16.4,192,0.2,0.0319
1089,533.1537,15917,20.8,244,0.2,0.0335
1090,533.2244,14766,18.2,214,0.2,0.0361
1091,533.2631,13258,10.9,128,0.1,0.0402
1092,534.1669,11492,19.1,225,0.2,0.0465
1093,534.2002,18246,16,189,0.2,0.0293
1094,534.2354,19055,42.2,498,0.4,0.028
1095,535.1435,18503,23.3,276,0.2,0.0289
1096,535.1832,22088,43.2,511,0.4,0.0242
1097,535.2366,14100,25.4,300,0.2,0.038
1098,535.3026,18795,10.7,127,0.1,0.0285
1099,536.1519,18279,11.2,133,0.1,0.0293
1100,536.1854,14634,24.4,289,0.2,0.0366
1101,536.2164,16133,21,249,0.2,0.0332
1102,536.2509,16336,21.9,260,0.2,0.0328
1103,537.1937,6899,18.1,214,0.2,0.0779
1104,537.2504,14638,13.9,165,0.1,0.0367
1105,537.2827,24278,26.5,313,0.3,0.0221
1106,538.199,14442,23.1,273,0.2,0.0373
1107,538.2346,21316,28.8,340,0.3,0.0253
1108,538.2726,13035,18,213,0.2,0.0413
1109,539.0862,12808,10.5,124,0.1,0.0421
1110,539.1571,13331,12.6,149,0.1,0.0404
1111,539.2046,7292,20.4,241,0.2,0.0739
1112,539.2379,18332,16.6,196,0.2,0.0294
1113,539.2664,13332,15.3,181,0.1,0.0404
1114,539.2981,21533,19.7,232,0.2,0.025
1115,539.3347,29423,33,389,0.3,0.0183
1116,540.2141,26132,45.3,535,0.4,0.0207
1117,540.2501,23171,37.2,439,0.4,0.0233
1118,540.2874,20075,25.2,297,0.2,0.0269
1119,540.337,24467,12.1,143,0.1,0.0221
1120,541.1656,10426,17.3,205,0.2,0.0519
1121,541.2218,12199,24.1,285,0.2,0.0444
1122,541.2511,16663,19.2,227,0.2,0.0325
1123,541.287,14297,15.6,184,0.2,0.0379
1124,542.1923,16339,17.1,202,0.2,0.0332
1125,542.2297,29261,106.5,1261,1,0.0185
1126,542.2661,20563,29.8,353,0.3,0.0264
1127,542.3007,18560,13.8,163,0.1,0.0292
1128,543.1506,12881,11.5,137,0.1,0.0422
1129,543.1946,11387,17.6,209,0.2,0.0477
1130,543.2333,23923,44.5,530,0.4,0.0227
1131,544.2438,14472,28.9,346,0.3,0.0376
1132,544.2788,16000,12.9,154,0.1,0.034
1133,545.1038,12285,10.3,124,0.1,0.0444
1134,545.1752,10047,14.1,170,0.1,0.0543
1135,545.2464,12444,15.4,187,0.2,0.0438
1136,546.1698,13342,12.1,148,0.1,0.0409
1137,546.2016,14760,13,158,0.1,0.037
1138,546.237,13241,21.4,262,0.2,0.0413
1139,547.1842,12311,13.7,168,0.1,0.0444
1140,547.2042,16415,12.6,155,0.1,0.0333
1141,547.2403,14241,15.2,187,0.2,0.0384
1142,548.1813,12482,21.2,259,0.2,0.0439
1143,548.2167,16430,16.9,207,0.2,0.0334
1144,548.2528,30134,62.3,763,0.6,0.0182
1145,549.1379,12395,10.2,125,0.1,0.0443
1146,549.1993,15320,25.6,313,0.3,0.0358
1147,549.2563,22581,28.7,350,0.3,0.0243
1148,550.1983,16696,37.8,461,0.4,0.033
1149,550.2268,24690,23.6,288,0.2,0.0223
1150,550.2643,17925,43.1,525,0.4,0.0307
1151,551.143,13357,24.5,299,0.2,0.0413
1152,551.2039,8240,26.9,329,0.3,0.0669
1153,551.2652,11687,24.5,299,0.2,0.0472
1154,551.2981,28423,42,513,0.4,0.0194
1155,552.1507,11310,13.3,163,0.1,0.0488
1156,552.2124,12337,25.5,312,0.3,0.0448
1157,552.2509,22986,39.3,480,0.4,0.024
1158,552.297,18842,16.3,199,0.2,0.0293
1159,553.1951,14140,60.2,736,0.6,0.0391
1160,553.2543,15917,19,233,0.2,0.0348
1161,553.2769,16658,19.5,238,0.2,0.0332
1162,553.3116,17185,15.4,189,0.2,0.0322
